"","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1","ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1","ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1","ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1","ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1","ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1","ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1","ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1","ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1","ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1","Classification","TAXON.NCBI_TAX_ID"
"Otu41",0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Picozoa;Picozoa (phylum);X (Picozoa (phylum));Picozoa (X (Picozoa (phylum)));XX (Picozoa (X (Picozoa (phylum))));Picozoa (XX (Picozoa (X (Picozoa (phylum)))));XXX (Picozoa (XX (Picozoa (X (Picozoa (phylum))))));Picozoa (XXX (Picozoa (XX (Picozoa (X (Picozoa (phylum)))))));XXXX;Picozoa (XXXX);XXXX (Picozoa (XXXX));sp. (XXXX (Picozoa (XXXX)))","Picozoa:419944"
"Otu40",0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae","Rhodomelaceae:2803"
"Otu242",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae","Dinophyceae:2864"
"Otu240",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Raphid-pennate","Bacillariophyta:2836"
"Otu241",0,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,1,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage (family);X (Protaspa-lineage (family));Protaspa-lineage (X (Protaspa-lineage (family)));X (Protaspa-lineage (X (Protaspa-lineage (family))));sp. (X (Protaspa-lineage (X (Protaspa-lineage (family)))))","Cryomonadida:589444"
"Otu247",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;Unknown Pseudocolliniidae family 1","Pseudocolliniidae:1416935"
"Otu244",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Sabatieria;Sabatieria (species);sp. (Sabatieria (species))","Sabatieria:129901"
"Otu245",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;Phaeophyceae (class);X (Phaeophyceae (class));Phaeophyceae (X (Phaeophyceae (class)));XX (Phaeophyceae (X (Phaeophyceae (class))))","Phaeophyceae:2870"
"Otu248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula (genus);B3;sp. (B3)","Chloroparvula:2302916"
"Otu249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu53",0,38,0,9,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,"Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae","Dinophyceae:2864"
"Otu54",0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia","Heteroconchia:6599"
"Otu55",0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Unknown Rhabdocoela family 2","Rhabdocoela:27901"
"Otu502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);Unknown Annelida (class) order 1","Annelida:6340"
"Otu448",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Cercozoa (phylum);X (Cercozoa (phylum));Cercozoa (X (Cercozoa (phylum)));XX (Cercozoa (X (Cercozoa (phylum))));Cercozoa (XX (Cercozoa (X (Cercozoa (phylum)))));XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum))))));Cercozoa (XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum)))))));XXXX (Cercozoa (XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum))))))));Cercozoa (XXXX (Cercozoa (XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum)))))))));XXXX (Cercozoa (XXXX (Cercozoa (XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum))))))))));sp. (XXXX (Cercozoa (XXXX (Cercozoa (XXX (Cercozoa (XX (Cercozoa (X (Cercozoa (phylum)))))))))))","Cercozoa:136419"
"Otu449",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea","Cercozoa:136419"
"Otu445",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Rotifera;Rotifera (class);X (Rotifera (class));Rotifera (X (Rotifera (class)));XX (Rotifera (X (Rotifera (class))))","Rotifera:10190"
"Otu446",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage (family);X (Protaspa-lineage (family));Protaspa-lineage (X (Protaspa-lineage (family)));X (Protaspa-lineage (X (Protaspa-lineage (family))));sp. (X (Protaspa-lineage (X (Protaspa-lineage (family)))))","Cryomonadida:589444"
"Otu447",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Parvicardium;Parvicardium (genus);Unknown Parvicardium (genus) species 1","Parvicardium:120447"
"Otu440",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Argulus;Argulus (genus)","Argulus:179104"
"Otu441",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta (class);X (Bacillariophyta (class));Araphid-pennate;Tabularia;Tabularia (species);Unknown Tabularia (species) strain 1","Tabularia:232513"
"Otu442",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae (phylum);Group-1;Apusomonadidae (Group-1);Group-1 (Apusomonadidae (Group-1));X (Group-1 (Apusomonadidae (Group-1)));Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))));Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))));XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))));Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))));Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))));XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))));Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))))));Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))))));XXX (Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))))))));sp. (XXX (Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))))))))","Apusomonadidae:172820"
"Otu443",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Hacrobia;Centroheliozoa;Centroheliozoa (phylum);X (Centroheliozoa (phylum));Pterocystida;Pterocystida (family);X (Pterocystida (family));Pterocystida (X (Pterocystida (family)));XX (Pterocystida (X (Pterocystida (family))));Pterocystida (XX (Pterocystida (X (Pterocystida (family)))));XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family))))));sp. (XX (Pterocystida (XX (Pterocystida (X (Pterocystida (family)))))))","Pterocystida:2607628"
"Otu508",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea","Spirotrichea:33829"
"Otu219",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Folliculinidae;Folliculinidae (genus);X (Folliculinidae (genus));Folliculinidae (X (Folliculinidae (genus)));X (Folliculinidae (X (Folliculinidae (genus))));sp. (X (Folliculinidae (X (Folliculinidae (genus)))))","Folliculinidae:219170"
"Otu218",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Maxillopoda (family);X (Maxillopoda (family));Maxillopoda (X (Maxillopoda (family)));X (Maxillopoda (X (Maxillopoda (family))));sp. (X (Maxillopoda (X (Maxillopoda (family)))))","Crustacea:6657"
"Otu215",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea","Litostomatea:5988"
"Otu214",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa","Cercozoa:136419"
"Otu217",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;Haptoria;Lacrymariidae;Lacrymariidae (family);X (Lacrymariidae (family));Lacrymariidae (X (Lacrymariidae (family)));X (Lacrymariidae (X (Lacrymariidae (family))));sp. (X (Lacrymariidae (X (Lacrymariidae (family)))))","Lacrymariidae:375590"
"Otu216",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Eugregarinorida (order);EUG3;Eugregarinorida (EUG3);EUG3 (Eugregarinorida (EUG3));X (EUG3 (Eugregarinorida (EUG3)));Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))));EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))));X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3))))));sp. (X (EUG3 (Eugregarinorida (X (EUG3 (Eugregarinorida (EUG3)))))))","Eugregarinorida:35087"
"Otu211",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Acrorhynchides;Acrorhynchides (genus);robustus (Acrorhynchides (genus))","Acrorhynchides:84149"
"Otu210",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda","Crustacea:6657"
"Otu213",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina (order);X (Cryptomycotina (order));Cryptomycotina (X (Cryptomycotina (order)));XX (Cryptomycotina (X (Cryptomycotina (order))));Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))));XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order))))));sp. (XX (Cryptomycotina (XX (Cryptomycotina (X (Cryptomycotina (order)))))))","Cryptomycota:1031332"
"Otu212",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae;Cyphoderia;Cyphoderia (genus);Unknown Cyphoderia (genus) species 1","Cyphoderia:178374"
"Otu47",0,64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea (class);X (Nemertea (class));Nemertea (X (Nemertea (class)));XX (Nemertea (X (Nemertea (class))));Oerstedia;Oerstedia (strain)","Oerstedia:187724"
"Otu46",0,0,1,0,0,0,0,6,114,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda;Hydrobia;Hydrobia (genus);ulvae","Hydrobia:91348"
"Otu361",0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,2,0,3,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pectinoida","Pectinoida:106218"
"Otu360",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Eusyllis;Eusyllis (strain);blomstrandi","Eusyllis:199553"
"Otu363",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Bryozoa (class);X (Bryozoa (class));Bryozoa (X (Bryozoa (class)));Unknown Bryozoa (X (Bryozoa (class))) genus 2","Bryozoa:10205"
"Otu362",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea (order);X (Chromadorea (order));Calomicrolaimus;Unknown Calomicrolaimus species 1","Calomicrolaimus:320063"
"Otu365",0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ulvales-relatives (order);X (Ulvales-relatives (order))","Ulvophyceae:33103"
"Otu364",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida","Sessilida:1974272"
"Otu367",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Oxytrichidae (family);X (Oxytrichidae (family));Oxytrichidae (X (Oxytrichidae (family)));X (Oxytrichidae (X (Oxytrichidae (family))));sp. (X (Oxytrichidae (X (Oxytrichidae (family)))))","Oxytrichidae:57506"
"Otu369",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae;Group;I (Group);Stephanoecidae (I (Group));Group (Stephanoecidae (I (Group)));I (Group (Stephanoecidae (I (Group))));X (I (Group (Stephanoecidae (I (Group)))));Stephanoecidae (X (I (Group (Stephanoecidae (I (Group))))));Group (Stephanoecidae (X (I (Group (Stephanoecidae (I (Group)))))));I (Group (Stephanoecidae (X (I (Group (Stephanoecidae (I (Group))))))));X (I (Group (Stephanoecidae (X (I (Group (Stephanoecidae (I (Group)))))))));sp. (X (I (Group (Stephanoecidae (X (I (Group (Stephanoecidae (I (Group))))))))))","Stephanoecidae:1158810"
"Otu130",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))));Unknown XX (Annelida (X (Annelida (class)))) species 2","Annelida:6340"
"Otu131",0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa","Cercozoa:136419"
"Otu132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,17,0,11,0,3,"Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria (class);X (Cnidaria (class));Hydrozoa","Hydrozoa:6074"
"Otu133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,"Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida","Eugregarinorida:35087"
"Otu134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"Main genome;Eukaryota","Eukaryota:2759"
"Otu136",13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma (genus);singularis (Prasinoderma (genus))","Prasinoderma:156132"
"Otu137",0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,"Main genome;Eukaryota","Eukaryota:2759"
"Otu138",0,0,0,17,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Porifera (class);X (Porifera (class));Demospongiae;Halisarca;Halisarca (species);dujardini (Halisarca (species))","Halisarca:253171"
"Otu139",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Mesochra;Unknown Mesochra genus 1","Mesochra:512231"
"Otu14",0,0,0,0,0,0,0,48,596,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Pentacoelum;Unknown Pentacoelum genus 1","Pentacoelum:1070817"
"Otu15",0,0,0,0,0,2,0,97,827,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida","Sessilida:1974272"
"Otu16",0,0,0,0,0,0,0,9,656,0,0,0,0,0,1,0,7,0,2,0,2,"Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Heterotrichea (class);X (Heterotrichea (class));Folliculinidae;Folliculinidae (genus);X (Folliculinidae (genus));Folliculinidae (X (Folliculinidae (genus)));X (Folliculinidae (X (Folliculinidae (genus))));sp. (X (Folliculinidae (X (Folliculinidae (genus)))))","Folliculinidae:219170"
"Otu17",6,18,0,31,7,7,1,514,163,0,0,4,0,1,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Mytiloida","Mytiloida:6546"
"Otu10",24,0,6,0,0,0,0,66,919,0,1,0,0,0,2,0,522,0,529,0,107,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Neritopsina","Neritopsina:119397"
"Otu11",0,0,0,0,0,0,0,46,919,0,1,0,0,0,0,0,6,0,1,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;Unknown Paramenophia genus 1","Paramenophia:512235"
"Otu12",0,0,0,0,0,0,0,277,715,0,1,0,0,0,0,0,1,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Annelida (X (Annelida (class)));XX (Annelida (X (Annelida (class))))","Annelida:6340"
"Otu13",23,0,0,0,0,0,0,5,673,0,1,0,0,0,0,0,2,0,28,0,1,"Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda","Caenogastropoda:69555"
"Otu18",10,0,1,2,4,16,9,1,0,0,2,3,0,0,2,1,730,0,196,0,26,"Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida (class);X (Annelida (class));Unknown X (Annelida (class)) family 1","Annelida:6340"
"Otu19",37,29,3,28,0,2,4,3,45,0,10,7,0,0,0,0,600,0,383,0,230,"Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Urochordata (class);X (Urochordata (class));Ascidiacea;Chelyosoma;Chelyosoma (species);Unknown Chelyosoma (species) strain 1","Chelyosoma:71176"
"Otu189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,"Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Plasmodiophorida;Polymyxa-lineage;Polymyxa;Polymyxa (genus);graminis (Polymyxa (genus))","Polymyxa:41455"
"Otu188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Chytridiomycetes (family);X (Chytridiomycetes (family));Chytridiomycetes (X (Chytridiomycetes (family)));X (Chytridiomycetes (X (Chytridiomycetes (family))));sp. (X (Chytridiomycetes (X (Chytridiomycetes (family)))))","Chytridiomycetes:451435"
"Otu185",0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Ulvales-relatives (order);X (Ulvales-relatives (order));Ulva;Ulva (species);intestinalis (Ulva (species))","Ulva:3118"
"Otu184",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Ostracoda (family);X (Ostracoda (family));Ostracoda (X (Ostracoda (family)));X (Ostracoda (X (Ostracoda (family))));sp. (X (Ostracoda (X (Ostracoda (family)))))","Ostracoda:6670"
"Otu187",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae (class);X (Chrysophyceae (class));Chrysophyceae (X (Chrysophyceae (class)));Clade-E (Chrysophyceae (X (Chrysophyceae (class))));Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class)))));Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class))))));X (Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class)))))));Chrysophyceae (X (Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class))))))));Clade-E (Chrysophyceae (X (Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class)))))))));X (Clade-E (Chrysophyceae (X (Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class))))))))));sp. (X (Clade-E (Chrysophyceae (X (Clade-E (Chrysophyceae (Clade-E (Chrysophyceae (X (Chrysophyceae (class)))))))))))","Chrysophyceae:2825"
"Otu186",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Apusozoa;Apusomonadidae;Apusomonadidae (phylum);Group-1;Apusomonadidae (Group-1);Group-1 (Apusomonadidae (Group-1));X (Group-1 (Apusomonadidae (Group-1)));Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))));Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))));XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))));Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))));Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))));XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))));Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))))));Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))))));XXX (Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1))))))))))));sp. (XXX (Group-1 (Apusomonadidae (XXX (Group-1 (Apusomonadidae (XX (Group-1 (Apusomonadidae (X (Group-1 (Apusomonadidae (Group-1)))))))))))))","Apusomonadidae:172820"
"Otu181",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Cyclopina;Unknown Cyclopina genus 1","Cyclopina:938102"
"Otu182",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea (class);X (Litostomatea (class));Litostomatea (X (Litostomatea (class)));XX (Litostomatea (X (Litostomatea (class))));Litostomatea (XX (Litostomatea (X (Litostomatea (class)))));XXX (Litostomatea (XX (Litostomatea (X (Litostomatea (class))))));Litostomatea (XXX (Litostomatea (XX (Litostomatea (X (Litostomatea (class)))))));XXX (Litostomatea (XXX (Litostomatea (XX (Litostomatea (X (Litostomatea (class))))))));sp. (XXX (Litostomatea (XXX (Litostomatea (XX (Litostomatea (X (Litostomatea (class)))))))))","Litostomatea:5988"
